dispute_id,txn_id,dispute_open_date,merchant_id,channel,country,amount_usd,reason_code,dispute_amount_usd,evidence_quality,response_time_days,outcome,cb_fee_usd,risk_tier,tenure_months,monthly_volume_usd,refund_rate
D0000515,T0029074,2025-02-24,M0019,CNP,US,42.79,PROCESSING_ERROR,42.79,62,4,LOSS,15.43,Medium,50,20915.91,0.2029
D0000516,T0029096,2025-11-26,M0245,CNP,US,30.87,DUPLICATE,30.87,61,8,LOSS,15.31,High,38,41663.65,0.1471
D0000517,T0029136,2025-12-20,M0060,CNP,BR,23.01,NOT_AS_DESCRIBED,23.01,61,7,LOSS,15.23,Medium,41,28301.49,0.35
D0000518,T0029167,2025-02-13,M0067,CNP,DE,25.45,NOT_RECEIVED,25.45,68,3,LOSS,15.25,Low,54,62383.92,0.0924
D0000519,T0029200,2025-08-24,M0092,CNP,CA,57.83,NO_AUTH,57.83,81,3,WIN,15.58,Low,48,70805.81,0.0219
D0000520,T0029216,2025-04-30,M0075,CNP,US,28.45,DUPLICATE,28.45,89,4,WIN,15.28,Low,41,17359.39,0.0447
D0000521,T0029340,2024-04-16,M0109,CNP,US,75.96,FRAUD,75.96,67,4,WIN,15.76,Medium,28,15848.81,0.0784
D0000522,T0029346,2025-03-19,M0056,CP,IN,70.77,NO_AUTH,70.77,70,11,LOSS,15.71,High,3,56321.5,0.1856
D0000523,T0029366,2025-05-08,M0083,CNP,US,65.44,CANCELLED,65.44,57,6,WIN,15.65,Medium,10,55623.66,0.1209
D0000524,T0029484,2025-10-17,M0219,CNP,US,13.91,FRAUD,13.91,60,10,LOSS,15.14,Medium,27,32856.34,0.0267
D0000525,T0029586,2025-06-16,M0216,CNP,US,12.3,FRAUD,12.3,84,9,WIN,15.12,Low,17,50490.57,0.1177
D0000526,T0029590,2024-12-14,M0099,CP,BR,17.74,FRAUD,17.74,63,6,LOSS,15.18,High,38,30501.69,0.1494
D0000527,T0029618,2025-12-22,M0066,CNP,US,21.24,NOT_RECEIVED,12.84,55,8,LOSS,15.13,High,20,48133.5,0.2473
D0000528,T0029642,2024-09-23,M0086,CP,US,76.39,NOT_AS_DESCRIBED,76.39,67,3,LOSS,15.76,Medium,42,48386.32,0.0593
D0000529,T0029648,2025-02-17,M0066,CNP,MX,62.91,FRAUD,62.91,30,8,LOSS,15.63,High,20,48133.5,0.2473
D0000530,T0029710,2025-07-13,M0198,CNP,US,105.35,FRAUD,105.35,42,5,LOSS,16.05,Low,7,12212.07,0.0572
D0000531,T0029711,2025-02-06,M0012,CP,US,10.66,NOT_AS_DESCRIBED,10.66,68,7,WIN,15.11,High,58,49562.94,0.1378
D0000532,T0029770,2025-10-15,M0012,CNP,US,49.77,PROCESSING_ERROR,49.77,59,7,LOSS,15.5,High,58,49562.94,0.1378
D0000533,T0029810,2025-01-06,M0056,CP,US,17.59,NOT_AS_DESCRIBED,17.59,57,8,LOSS,15.18,High,3,56321.5,0.1856
D0000534,T0029837,2025-11-21,M0009,CNP,US,43.8,NOT_AS_DESCRIBED,43.8,43,7,LOSS,15.44,Low,12,38524.56,0.109
D0000535,T0029927,2024-02-25,M0056,CNP,US,33.03,FRAUD,33.03,59,8,WIN,15.33,High,3,56321.5,0.1856
D0000536,T0030112,2024-03-21,M0087,CNP,US,21.1,DUPLICATE,21.1,49,6,LOSS,15.21,Medium,6,22419.39,0.0679
D0000537,T0030321,2024-12-29,M0035,CP,US,10.76,NOT_AS_DESCRIBED,10.76,61,4,WIN,15.11,Medium,53,29028.48,0.2516
D0000538,T0030443,2024-01-12,M0173,CNP,US,27.38,FRAUD,27.38,56,7,WIN,15.27,Medium,46,34502.38,0.2489
D0000539,T0030521,2024-08-24,M0081,CNP,US,41.05,FRAUD,41.05,80,9,LOSS,15.41,Low,56,29010.22,0.1444
D0000540,T0030541,2024-12-08,M0232,CNP,AU,57.1,FRAUD,57.1,71,10,LOSS,15.57,Medium,51,73255.92,0.0895
D0000541,T0030561,2025-04-15,M0235,CNP,UK,100.22,DUPLICATE,100.22,55,8,WIN,16.0,Medium,30,21311.8,0.0484
D0000542,T0030678,2025-07-06,M0036,CNP,BR,21.49,NOT_RECEIVED,21.49,51,5,LOSS,15.21,Low,4,36780.12,0.1202
D0000543,T0030681,2024-12-23,M0057,CNP,UK,44.44,FRAUD,44.44,73,9,WIN,15.44,High,33,64214.82,0.0858
D0000544,T0030683,2024-03-06,M0047,CNP,IN,12.75,DUPLICATE,12.75,49,7,WIN,15.13,Low,27,38210.86,0.0126
D0000545,T0030695,2025-11-24,M0193,CNP,DE,57.96,NOT_AS_DESCRIBED,57.96,53,7,WIN,15.58,Medium,36,82395.85,0.0807
D0000546,T0030708,2025-12-12,M0072,CP,US,52.6,NOT_RECEIVED,52.6,54,9,LOSS,15.53,Medium,12,25031.8,0.1174
D0000547,T0030739,2024-04-06,M0166,CNP,MX,29.31,PROCESSING_ERROR,29.31,83,6,WIN,15.29,Medium,49,59890.61,0.0655
D0000548,T0030760,2024-04-16,M0108,CP,CA,10.55,CANCELLED,10.55,56,10,WIN,15.11,High,40,56843.56,0.1963
D0000549,T0030816,2024-08-04,M0213,CNP,UK,83.29,DUPLICATE,83.29,90,2,WIN,15.83,Medium,47,16402.15,0.1219
D0000550,T0030844,2025-08-06,M0086,CNP,US,48.01,FRAUD,48.01,61,7,LOSS,15.48,Medium,42,48386.32,0.0593
D0000551,T0030847,2025-03-22,M0141,CNP,US,15.8,NOT_RECEIVED,15.8,77,5,WIN,15.16,Low,58,39616.11,0.0178
D0000552,T0030961,2025-12-31,M0192,CNP,MX,20.49,NO_AUTH,16.95,64,1,WIN,15.17,Low,38,28500.29,0.35
D0000553,T0031007,2024-04-18,M0008,CNP,US,29.99,NOT_RECEIVED,29.99,64,7,WIN,15.3,Medium,42,30069.55,0.1107
D0000554,T0031023,2025-02-05,M0115,CNP,MX,64.11,NOT_RECEIVED,36.56,69,7,WIN,15.37,Low,30,20091.4,0.0854
D0000555,T0031027,2025-01-03,M0127,CNP,US,13.06,DUPLICATE,13.06,39,9,LOSS,15.13,High,5,39199.83,0.0737
D0000556,T0031075,2025-03-07,M0083,CP,US,12.77,NO_AUTH,12.77,47,4,LOSS,15.13,Medium,10,55623.66,0.1209
D0000557,T0031084,2025-10-10,M0217,CNP,CA,26.4,FRAUD,26.4,53,5,WIN,15.26,High,5,61459.55,0.238
D0000558,T0031183,2025-06-06,M0014,CNP,US,35.49,NO_AUTH,35.49,62,2,WIN,15.35,Medium,45,36488.93,0.108
D0000559,T0031205,2025-01-03,M0130,CNP,BR,66.4,NOT_AS_DESCRIBED,66.4,95,6,LOSS,15.66,Low,38,43982.51,0.0564
D0000560,T0031305,2025-08-08,M0055,CP,DE,148.08,NOT_RECEIVED,148.08,80,6,WIN,16.48,Medium,30,29994.96,0.0733
D0000561,T0031335,2024-05-14,M0093,CNP,US,32.66,NOT_RECEIVED,32.66,71,2,LOSS,15.33,Low,50,75885.34,0.0981
D0000562,T0031489,2025-11-25,M0230,CNP,IN,13.11,NOT_RECEIVED,13.11,65,7,LOSS,15.13,Low,11,12361.4,0.0672
D0000563,T0031539,2024-09-12,M0117,CNP,US,33.74,NOT_RECEIVED,33.74,58,8,WIN,15.34,Medium,3,14356.15,0.0588
D0000564,T0031576,2024-09-10,M0053,CNP,US,75.23,NO_AUTH,75.23,45,12,WIN,15.75,High,22,46721.07,0.1541
D0000565,T0031613,2025-10-19,M0066,CNP,IN,123.93,NOT_AS_DESCRIBED,123.93,55,0,LOSS,16.24,High,20,48133.5,0.2473
D0000566,T0031620,2025-07-25,M0058,CNP,US,57.94,NOT_AS_DESCRIBED,57.94,51,1,LOSS,15.58,Low,10,23309.44,0.173
D0000567,T0031786,2024-04-08,M0094,CNP,US,42.65,FRAUD,42.65,50,7,LOSS,15.43,High,23,32142.09,0.0594
D0000568,T0031810,2025-03-26,M0012,CNP,BR,27.12,NOT_RECEIVED,27.12,54,8,LOSS,15.27,High,58,49562.94,0.1378
D0000569,T0031976,2025-01-09,M0066,CP,US,80.07,NO_AUTH,80.07,61,6,LOSS,15.8,High,20,48133.5,0.2473
D0000570,T0031984,2024-02-09,M0121,CNP,UK,17.45,NOT_AS_DESCRIBED,17.45,56,9,LOSS,15.17,High,26,68052.17,0.1101
D0000571,T0032005,2025-01-07,M0120,CP,CA,15.75,NOT_AS_DESCRIBED,15.75,71,4,WIN,15.16,Medium,7,30415.08,0.0515
D0000572,T0032130,2024-08-10,M0009,CNP,BR,57.66,NOT_RECEIVED,57.66,51,5,WIN,15.58,Low,12,38524.56,0.109
D0000573,T0032226,2024-11-05,M0217,CNP,AU,96.92,FRAUD,96.92,40,8,LOSS,15.97,High,5,61459.55,0.238
D0000574,T0032251,2025-05-12,M0154,CNP,US,24.08,FRAUD,15.68,62,8,WIN,15.16,High,18,47796.39,0.084
D0000575,T0032272,2025-05-15,M0155,CNP,US,77.6,DUPLICATE,77.6,45,9,LOSS,15.78,High,26,37395.92,0.0659
D0000576,T0032284,2025-02-27,M0033,CNP,US,67.63,NOT_AS_DESCRIBED,67.63,52,10,WIN,15.68,Medium,6,34636.46,0.0177
D0000577,T0032290,2025-06-23,M0164,CNP,CA,74.6,FRAUD,74.6,58,3,LOSS,15.75,Low,24,52404.16,0.1241
D0000578,T0032310,2024-11-09,M0096,CNP,US,9.46,FRAUD,4.98,82,5,WIN,15.05,Low,18,43764.21,0.0739
D0000579,T0032329,2024-12-05,M0187,CNP,US,59.38,CANCELLED,59.38,65,6,LOSS,15.59,Low,10,13904.18,0.0652
D0000580,T0032371,2025-12-14,M0015,CNP,IN,37.71,NOT_RECEIVED,37.71,51,4,LOSS,15.38,Low,43,87103.18,0.2223
D0000581,T0032389,2025-06-07,M0015,CNP,US,20.1,NOT_RECEIVED,20.1,80,4,WIN,15.2,Low,43,87103.18,0.2223
D0000582,T0032404,2025-10-04,M0208,CNP,IN,126.83,FRAUD,126.83,57,2,LOSS,16.27,Medium,58,36374.94,0.1909
D0000583,T0032412,2025-10-29,M0074,CNP,US,33.2,NOT_AS_DESCRIBED,33.2,32,8,LOSS,15.33,Low,8,40344.2,0.08
D0000584,T0032434,2024-03-10,M0119,CNP,CA,12.33,FRAUD,12.33,70,1,LOSS,15.12,Low,15,101048.92,0.0241
D0000585,T0032512,2024-12-08,M0175,CNP,US,19.5,FRAUD,19.5,70,9,LOSS,15.2,Medium,42,38200.7,0.1378
D0000586,T0032572,2025-06-13,M0053,CNP,MX,31.94,NOT_AS_DESCRIBED,31.94,52,10,WIN,15.32,High,22,46721.07,0.1541
D0000587,T0032598,2025-11-17,M0083,CNP,BR,7.12,NOT_RECEIVED,7.12,61,4,LOSS,15.07,Medium,10,55623.66,0.1209
D0000588,T0032617,2024-08-31,M0120,CP,US,11.45,FRAUD,11.45,61,8,LOSS,15.11,Medium,7,30415.08,0.0515
D0000589,T0032653,2025-06-10,M0033,CNP,BR,110.41,NOT_RECEIVED,110.41,58,8,WIN,16.1,Medium,6,34636.46,0.0177
D0000590,T0032709,2024-02-19,M0131,CNP,DE,26.52,PROCESSING_ERROR,26.52,75,9,LOSS,15.27,Medium,34,32911.99,0.1893
D0000591,T0032922,2025-05-28,M0191,CNP,US,39.81,CANCELLED,39.81,74,4,LOSS,15.4,Low,41,32883.72,0.1123
D0000592,T0033022,2025-08-02,M0201,CNP,DE,76.46,NOT_AS_DESCRIBED,76.46,54,6,LOSS,15.76,Medium,22,32333.6,0.0383
D0000593,T0033029,2025-07-29,M0058,CNP,US,19.36,NOT_AS_DESCRIBED,19.36,41,9,LOSS,15.19,Low,10,23309.44,0.173
D0000594,T0033094,2024-09-16,M0160,CNP,US,15.3,PROCESSING_ERROR,15.3,64,4,LOSS,15.15,Medium,47,15778.72,0.1981
D0000595,T0033125,2025-09-06,M0033,CNP,DE,66.08,FRAUD,66.08,55,7,LOSS,15.66,Medium,6,34636.46,0.0177
D0000596,T0033174,2025-07-27,M0189,CNP,UK,57.18,NO_AUTH,57.18,58,11,LOSS,15.57,Low,15,34860.36,0.1632
D0000597,T0033250,2024-10-04,M0186,CNP,US,24.06,NO_AUTH,24.06,57,4,WIN,15.24,Low,27,27078.71,0.1395
D0000598,T0033305,2024-05-13,M0014,CNP,BR,33.98,NO_AUTH,33.98,71,5,LOSS,15.34,Medium,45,36488.93,0.108
D0000599,T0033320,2024-09-13,M0155,CNP,US,9.49,FRAUD,9.49,44,8,LOSS,15.09,High,26,37395.92,0.0659
D0000600,T0033330,2024-11-14,M0058,CP,US,22.18,PROCESSING_ERROR,19.5,53,5,WIN,15.2,Low,10,23309.44,0.173
D0000601,T0033504,2025-08-10,M0088,CNP,US,16.42,NO_AUTH,16.42,72,5,WIN,15.16,Low,19,44697.16,0.0423
D0000602,T0033520,2025-08-02,M0179,CNP,US,80.5,DUPLICATE,80.5,74,8,WIN,15.8,Low,54,15709.62,0.0155
D0000603,T0033591,2025-08-25,M0164,CNP,AU,19.38,FRAUD,19.38,89,7,LOSS,15.19,Low,24,52404.16,0.1241
D0000604,T0033596,2025-06-30,M0209,CNP,US,62.75,NOT_RECEIVED,62.75,78,7,WIN,15.63,High,16,34308.47,0.2676
D0000605,T0033605,2025-02-25,M0056,CNP,CA,54.67,NOT_RECEIVED,54.67,42,9,LOSS,15.55,High,3,56321.5,0.1856
D0000606,T0033722,2024-08-16,M0172,CNP,CA,95.68,DUPLICATE,78.73,58,9,WIN,15.79,High,6,24174.45,0.1046
D0000607,T0033822,2024-12-22,M0196,CNP,US,49.87,CANCELLED,49.87,57,6,LOSS,15.5,High,6,20441.49,0.283
D0000608,T0033917,2024-08-24,M0025,CNP,US,43.5,NOT_AS_DESCRIBED,38.22,64,8,WIN,15.38,Low,47,15644.34,0.0459
D0000609,T0034082,2024-11-01,M0018,CNP,BR,17.24,FRAUD,17.24,67,9,LOSS,15.17,High,8,74764.75,0.1323
D0000610,T0034105,2024-12-29,M0180,CP,MX,31.98,DUPLICATE,31.98,51,6,WIN,15.32,High,30,12236.82,0.0658
D0000611,T0034179,2024-08-18,M0168,CP,MX,59.98,DUPLICATE,59.98,37,12,WIN,15.6,High,10,35660.1,0.1742
D0000612,T0034192,2024-03-12,M0120,CNP,US,72.73,NO_AUTH,72.73,81,6,WIN,15.73,Medium,7,30415.08,0.0515
D0000613,T0034194,2025-04-15,M0244,CNP,US,33.23,FRAUD,33.23,69,0,WIN,15.33,Low,39,17060.16,0.0312
D0000614,T0034202,2024-06-13,M0235,CNP,US,96.61,NOT_RECEIVED,96.61,53,7,LOSS,15.97,Medium,30,21311.8,0.0484
D0000615,T0034228,2024-06-22,M0178,CNP,AU,55.36,DUPLICATE,55.36,72,7,WIN,15.55,Low,10,6488.56,0.0188
D0000616,T0034230,2025-02-02,M0018,CNP,US,15.76,FRAUD,15.76,46,8,LOSS,15.16,High,8,74764.75,0.1323
D0000617,T0034327,2024-02-04,M0163,CNP,US,100.82,NOT_AS_DESCRIBED,100.82,75,5,LOSS,16.01,Low,25,21794.22,0.0692
D0000618,T0034495,2025-06-13,M0012,CNP,BR,23.11,NOT_RECEIVED,23.11,65,8,LOSS,15.23,High,58,49562.94,0.1378
D0000619,T0034568,2024-08-19,M0192,CP,US,30.92,FRAUD,30.92,79,8,LOSS,15.31,Low,38,28500.29,0.35
D0000620,T0034576,2025-05-13,M0057,CNP,US,140.51,DUPLICATE,140.51,64,6,WIN,16.41,High,33,64214.82,0.0858
D0000621,T0034624,2024-11-22,M0182,CP,US,34.69,NOT_AS_DESCRIBED,34.69,58,11,WIN,15.35,Low,9,27746.24,0.0745
D0000622,T0034767,2025-02-03,M0182,CNP,AU,12.2,PROCESSING_ERROR,12.2,57,2,WIN,15.12,Low,9,27746.24,0.0745
D0000623,T0034826,2025-11-20,M0108,CNP,AU,145.4,FRAUD,145.4,40,5,LOSS,16.45,High,40,56843.56,0.1963
D0000624,T0034865,2025-06-04,M0107,CNP,US,55.65,NOT_AS_DESCRIBED,55.65,66,0,LOSS,15.56,Low,47,70271.15,0.1826
D0000625,T0035023,2024-08-19,M0164,CNP,UK,21.31,FRAUD,21.31,54,1,LOSS,15.21,Low,24,52404.16,0.1241
D0000626,T0035116,2025-11-02,M0066,CNP,UK,33.73,NOT_RECEIVED,33.73,58,11,LOSS,15.34,High,20,48133.5,0.2473
D0000627,T0035219,2024-08-17,M0069,CNP,US,150.82,NO_AUTH,150.82,62,9,WIN,16.51,Medium,5,33391.45,0.03
D0000628,T0035308,2025-07-26,M0167,CNP,US,51.67,FRAUD,51.67,67,5,WIN,15.52,Low,19,26028.74,0.1349
D0000629,T0035421,2025-08-28,M0018,CNP,AU,49.66,NO_AUTH,49.66,47,10,LOSS,15.5,High,8,74764.75,0.1323
D0000630,T0035455,2025-06-23,M0247,CNP,AU,151.65,NO_AUTH,78.57,83,6,LOSS,15.79,Low,45,30979.91,0.0174
D0000631,T0035460,2024-08-09,M0027,CNP,US,45.82,FRAUD,45.82,61,8,WIN,15.46,High,24,41277.19,0.1463
D0000632,T0035579,2024-06-26,M0090,CNP,US,10.85,NO_AUTH,10.85,69,11,LOSS,15.11,Medium,50,25031.1,0.0707
D0000633,T0035595,2024-11-05,M0086,CNP,IN,44.65,NOT_RECEIVED,44.65,62,3,WIN,15.45,Medium,42,48386.32,0.0593
D0000634,T0035645,2025-11-15,M0009,CNP,DE,75.03,FRAUD,75.03,55,12,LOSS,15.75,Low,12,38524.56,0.109
D0000635,T0035692,2025-11-11,M0107,CNP,US,17.22,NOT_AS_DESCRIBED,10.91,73,6,WIN,15.11,Low,47,70271.15,0.1826
D0000636,T0035782,2024-03-01,M0098,CNP,US,40.97,NOT_RECEIVED,40.97,77,7,WIN,15.41,Medium,41,32311.83,0.0678
D0000637,T0035816,2025-12-30,M0207,CNP,US,76.76,FRAUD,76.76,77,5,WIN,15.77,Low,46,16907.89,0.1632
D0000638,T0035970,2024-04-22,M0187,CNP,US,30.68,NO_AUTH,30.68,57,5,LOSS,15.31,Low,10,13904.18,0.0652
D0000639,T0036191,2025-11-28,M0058,CP,BR,32.99,NOT_AS_DESCRIBED,32.99,74,6,WIN,15.33,Low,10,23309.44,0.173
D0000640,T0036214,2025-10-16,M0167,CNP,UK,49.12,NOT_AS_DESCRIBED,49.12,51,8,LOSS,15.49,Low,19,26028.74,0.1349
D0000641,T0036216,2024-09-29,M0042,CNP,US,31.38,NOT_RECEIVED,31.38,88,9,LOSS,15.31,Medium,45,42247.09,0.119
D0000642,T0036229,2024-07-18,M0173,CP,US,6.08,NOT_AS_DESCRIBED,6.08,85,8,WIN,15.06,Medium,46,34502.38,0.2489
D0000643,T0036283,2024-07-05,M0089,CNP,CA,66.6,PROCESSING_ERROR,66.6,74,4,WIN,15.67,Medium,46,33218.34,0.062
D0000644,T0036414,2024-12-24,M0245,CNP,US,156.62,NOT_RECEIVED,156.62,70,8,LOSS,16.57,High,38,41663.65,0.1471
D0000645,T0036466,2025-07-04,M0121,CNP,CA,50.2,FRAUD,50.2,60,11,LOSS,15.5,High,26,68052.17,0.1101
D0000646,T0036500,2025-12-02,M0238,CNP,IN,116.08,NOT_RECEIVED,116.08,86,7,LOSS,16.16,Low,26,27654.74,0.1487
D0000647,T0036661,2025-02-21,M0135,CNP,US,107.12,NOT_AS_DESCRIBED,107.12,55,4,LOSS,16.07,Medium,47,45005.99,0.1818
D0000648,T0036679,2024-06-24,M0178,CNP,IN,54.71,CANCELLED,54.71,46,8,LOSS,15.55,Low,10,6488.56,0.0188
D0000649,T0036814,2025-03-31,M0018,CP,AU,25.31,FRAUD,25.31,36,13,LOSS,15.25,High,8,74764.75,0.1323
D0000650,T0036840,2024-01-31,M0225,CNP,US,30.72,FRAUD,30.72,76,6,WIN,15.31,Low,43,72631.4,0.2017
D0000651,T0036897,2025-04-13,M0175,CNP,US,14.49,NO_AUTH,14.49,81,1,WIN,15.14,Medium,42,38200.7,0.1378
D0000652,T0036984,2024-12-15,M0029,CNP,US,31.66,NOT_AS_DESCRIBED,31.66,65,8,LOSS,15.32,Medium,33,12369.37,0.0087
D0000653,T0037021,2024-12-12,M0173,CNP,US,11.46,FRAUD,11.46,87,6,LOSS,15.11,Medium,46,34502.38,0.2489
D0000654,T0037071,2024-12-20,M0011,CP,US,81.73,FRAUD,81.73,63,6,LOSS,15.82,Low,32,50290.32,0.1061
D0000655,T0037096,2025-12-09,M0170,CNP,CA,19.79,FRAUD,19.79,72,3,WIN,15.2,Medium,2,22049.08,0.1157
D0000656,T0037112,2025-07-04,M0181,CNP,UK,20.84,FRAUD,20.84,75,7,LOSS,15.21,Low,56,15370.62,0.2133
D0000657,T0037129,2024-05-05,M0081,CNP,US,16.52,NOT_RECEIVED,16.52,91,9,LOSS,15.17,Low,56,29010.22,0.1444
D0000658,T0037161,2024-02-02,M0018,CNP,US,156.24,NOT_AS_DESCRIBED,156.24,58,11,LOSS,16.56,High,8,74764.75,0.1323
D0000659,T0037184,2024-12-18,M0202,CNP,UK,22.23,DUPLICATE,22.23,89,4,WIN,15.22,Medium,54,27670.67,0.0973
D0000660,T0037228,2024-01-02,M0121,CNP,CA,14.33,PROCESSING_ERROR,14.33,53,8,LOSS,15.14,High,26,68052.17,0.1101
D0000661,T0037305,2025-06-12,M0191,CP,US,170.95,NOT_AS_DESCRIBED,170.95,80,9,LOSS,16.71,Low,41,32883.72,0.1123
D0000662,T0037332,2025-10-26,M0202,CNP,UK,14.56,FRAUD,14.56,88,8,WIN,15.15,Medium,54,27670.67,0.0973
D0000663,T0037397,2025-02-04,M0193,CP,UK,57.58,NOT_RECEIVED,57.58,75,3,LOSS,15.58,Medium,36,82395.85,0.0807
D0000664,T0037422,2024-10-22,M0107,CNP,US,90.08,NOT_RECEIVED,58.1,56,5,LOSS,15.58,Low,47,70271.15,0.1826
D0000665,T0037515,2024-04-04,M0037,CNP,US,97.31,NOT_RECEIVED,97.31,66,6,LOSS,15.97,High,51,35095.5,0.3076
D0000666,T0037611,2024-11-14,M0012,CNP,US,4.7,DUPLICATE,4.7,59,6,WIN,15.05,High,58,49562.94,0.1378
D0000667,T0037676,2025-10-17,M0146,CNP,US,89.07,NOT_RECEIVED,26.81,73,7,WIN,15.27,Low,51,91662.42,0.296
D0000668,T0037697,2024-04-19,M0021,CNP,IN,9.91,FRAUD,9.91,57,4,LOSS,15.1,Low,30,49756.3,0.0933
D0000669,T0037717,2025-03-02,M0083,CNP,BR,45.85,FRAUD,45.85,54,2,WIN,15.46,Medium,10,55623.66,0.1209
D0000670,T0037765,2024-01-27,M0018,CP,UK,8.38,NOT_AS_DESCRIBED,8.38,30,2,LOSS,15.08,High,8,74764.75,0.1323
D0000671,T0037827,2024-10-22,M0217,CNP,US,113.42,FRAUD,113.42,52,8,LOSS,16.13,High,5,61459.55,0.238
D0000672,T0037840,2024-03-03,M0163,CNP,US,37.03,NOT_RECEIVED,37.03,80,7,LOSS,15.37,Low,25,21794.22,0.0692
D0000673,T0037938,2025-12-12,M0055,CNP,MX,66.54,FRAUD,66.54,65,7,WIN,15.67,Medium,30,29994.96,0.0733
D0000674,T0037970,2025-01-25,M0176,CNP,US,166.28,NOT_AS_DESCRIBED,166.28,70,6,LOSS,16.66,Medium,28,20003.76,0.2247
D0000675,T0037993,2024-04-16,M0001,CNP,BR,26.35,FRAUD,26.35,42,10,LOSS,15.26,Low,6,29896.78,0.1007
D0000676,T0038021,2024-12-01,M0154,CNP,CA,126.9,NOT_RECEIVED,126.9,59,10,WIN,16.27,High,18,47796.39,0.084
D0000677,T0038035,2024-11-07,M0122,CNP,US,76.03,FRAUD,76.03,69,5,LOSS,15.76,Medium,40,28292.05,0.1652
D0000678,T0038100,2025-11-19,M0135,CNP,US,23.33,FRAUD,23.33,94,4,WIN,15.23,Medium,47,45005.99,0.1818
D0000679,T0038125,2025-09-27,M0217,CP,US,24.57,NOT_RECEIVED,24.57,59,13,LOSS,15.25,High,5,61459.55,0.238
D0000680,T0038173,2024-09-22,M0135,CNP,US,77.7,NOT_RECEIVED,38.53,85,7,LOSS,15.39,Medium,47,45005.99,0.1818
D0000681,T0038183,2025-12-05,M0043,CNP,US,32.26,NO_AUTH,32.26,65,3,WIN,15.32,Medium,42,21664.76,0.097
D0000682,T0038207,2024-04-16,M0242,CNP,DE,43.2,NOT_AS_DESCRIBED,43.2,54,3,LOSS,15.43,Medium,35,54227.64,0.0803
D0000683,T0038267,2024-06-17,M0083,CNP,US,38.48,NOT_AS_DESCRIBED,38.48,65,6,LOSS,15.38,Medium,10,55623.66,0.1209
D0000684,T0038486,2025-01-02,M0108,CP,US,49.11,NO_AUTH,49.11,47,6,LOSS,15.49,High,40,56843.56,0.1963
D0000685,T0038495,2024-05-09,M0093,CNP,UK,28.73,FRAUD,19.48,84,3,WIN,15.19,Low,50,75885.34,0.0981
D0000686,T0038600,2024-09-06,M0195,CNP,AU,29.38,DUPLICATE,29.38,39,5,LOSS,15.29,High,57,26130.7,0.218
D0000687,T0038638,2025-03-20,M0057,CNP,UK,18.49,FRAUD,18.49,91,5,LOSS,15.18,High,33,64214.82,0.0858
D0000688,T0038740,2025-08-06,M0018,CNP,CA,11.57,FRAUD,5.7,31,6,LOSS,15.06,High,8,74764.75,0.1323
D0000689,T0038792,2024-02-11,M0242,CNP,US,202.34,PROCESSING_ERROR,129.69,70,6,LOSS,16.3,Medium,35,54227.64,0.0803
D0000690,T0038803,2025-01-29,M0202,CNP,AU,21.04,NO_AUTH,21.04,83,7,LOSS,15.21,Medium,54,27670.67,0.0973
D0000691,T0038804,2025-11-11,M0135,CNP,US,16.83,NOT_RECEIVED,8.86,78,5,LOSS,15.09,Medium,47,45005.99,0.1818
D0000692,T0038854,2024-09-10,M0058,CNP,DE,13.07,NOT_AS_DESCRIBED,13.07,71,7,WIN,15.13,Low,10,23309.44,0.173
D0000693,T0038915,2025-08-15,M0057,CNP,US,36.63,DUPLICATE,36.63,33,4,LOSS,15.37,High,33,64214.82,0.0858
D0000694,T0038959,2025-03-17,M0015,CNP,US,38.12,NOT_RECEIVED,38.12,90,5,WIN,15.38,Low,43,87103.18,0.2223
D0000695,T0038966,2025-11-22,M0164,CNP,IN,14.13,FRAUD,14.13,69,2,LOSS,15.14,Low,24,52404.16,0.1241
D0000696,T0038973,2024-07-20,M0202,CNP,UK,37.83,FRAUD,18.31,70,9,LOSS,15.18,Medium,54,27670.67,0.0973
D0000697,T0038996,2024-07-11,M0173,CNP,IN,39.7,NOT_RECEIVED,39.7,59,4,LOSS,15.4,Medium,46,34502.38,0.2489
D0000698,T0039083,2025-11-12,M0217,CNP,US,15.21,NO_AUTH,15.21,56,10,LOSS,15.15,High,5,61459.55,0.238
D0000699,T0039140,2024-01-24,M0057,CNP,US,27.16,FRAUD,27.16,58,8,LOSS,15.27,High,33,64214.82,0.0858
D0000700,T0039229,2024-09-11,M0187,CNP,US,84.65,NOT_RECEIVED,84.65,43,7,LOSS,15.85,Low,10,13904.18,0.0652
D0000701,T0039329,2024-08-14,M0180,CNP,BR,35.63,NO_AUTH,35.63,77,6,LOSS,15.36,High,30,12236.82,0.0658
D0000702,T0039356,2025-01-08,M0237,CNP,US,35.6,NOT_RECEIVED,35.6,55,0,WIN,15.36,Low,40,37856.96,0.0407
D0000703,T0039422,2025-12-24,M0018,CNP,US,12.38,FRAUD,12.38,84,8,WIN,15.12,High,8,74764.75,0.1323
D0000704,T0039800,2025-05-05,M0117,CNP,US,55.87,PROCESSING_ERROR,55.87,56,10,LOSS,15.56,Medium,3,14356.15,0.0588
D0000705,T0039930,2025-11-14,M0035,CNP,US,23.86,NO_AUTH,23.86,59,7,LOSS,15.24,Medium,53,29028.48,0.2516
D0000706,T0039937,2025-12-04,M0250,CNP,MX,6.99,NOT_AS_DESCRIBED,6.99,66,2,LOSS,15.07,Low,3,13708.48,0.1935
